full_text,cleaned_text,normalized_text,text_without_stopwords,tokens,sentiment_score,sentiment_label,naivebayes_label
@nonton_radio film kayak Coco mungkin special case karena referensi budayanya udah dijelasin gamblang di filmnya sementara Jumbo kan... enggak gitu , film kayak coco mungkin special case karena referensi budayanya udah dijelasin gamblang di filmnya sementara jumbo kan enggak gitu ,film kayak coco mungkin special case karena referensi budayanya udah dijelasin gamblang di filmnya sementara jumbo kan enggak gitu,film kayak coco special case referensi budayanya udah dijelasin gamblang filmnya jumbo gitu,"['film', 'kayak', 'coco', 'special', 'case', 'referensi', 'budayanya', 'udah', 'dijelasin', 'gamblang', 'filmnya', 'jumbo', 'gitu']",0,Positive,Positive
@Adriandhy Optimis!!! Jumbo naik ke tahta no.1 film terlaris sepanjang masa. Aamiin, optimis jumbo naik ke tahta no1 film terlaris sepanjang masa aamiin,optimis jumbo naik ke tahta no1 film terlaris sepanjang masa aamiin,optimis jumbo tahta no1 film terlaris aamiin,"['optimis', 'jumbo', 'tahta', 'no1', 'film', 'terlaris', 'aamiin']",0,Positive,Positive
@Adriandhy @ekraf_ri yes nonton deh di menit ke 30:00 EKRAF klarifikasi kok bentuk support di film Jumbo https://t.co/mUDu5Q7wa9,  yes nonton deh di menit ke 3000 ekraf klarifikasi kok bentuk support di film jumbo ,yes nonton deh di menit ke 3000 ekraf klarifikasi kok bentuk support di film jumbo,yes nonton deh menit 3000 ekraf klarifikasi bentuk support film jumbo,"['yes', 'nonton', 'deh', 'menit', '3000', 'ekraf', 'klarifikasi', 'bentuk', 'support', 'film', 'jumbo']",0,Positive,Positive
@Adriandhy Pas kusampaikan Nduk dapat salam dari yang bikin film Jumbo. Matanya berbinar. Gak lama kemudian dia pinjem hape ibuknya lalu nunjukin Ini ta Pak orangnya? Lho kok bisa nemu? Pas kutengok keywordnya: Mas pembikin film Jumbo https://t.co/1y9iK8nJM2, pas kusampaikan nduk dapat salam dari yang bikin film jumbo matanya berbinar gak lama kemudian dia pinjem hape ibuknya lalu nunjukin ini ta pak orangnya lho kok bisa nemu pas kutengok keywordnya mas pembikin film jumbo ,pas kusampaikan nduk dapat salam dari yang bikin film jumbo matanya berbinar tidak lama kemudian dia pinjem hape ibuknya lalu nunjukin ini ta pak orangnya lho kok bisa nemu pas kutengok keywordnya mas pembikin film jumbo,pas kusampaikan nduk salam bikin film jumbo matanya berbinar pinjem hape ibuknya nunjukin ta orangnya lho nemu pas kutengok keywordnya mas pembikin film jumbo,"['pas', 'kusampaikan', 'nduk', 'salam', 'bikin', 'film', 'jumbo', 'matanya', 'berbinar', 'pinjem', 'hape', 'ibuknya', 'nunjukin', 'ta', 'orangnya', 'lho', 'nemu', 'pas', 'kutengok', 'keywordnya', 'mas', 'pembikin', 'film', 'jumbo']",0,Positive,Positive
semoga jumbo tembus jadi film terlaris ini. masih nda terima sm film yg menempati posisi 1 skr. ,semoga jumbo tembus jadi film terlaris ini masih nda terima sm film yg menempati posisi 1 skr ,semoga jumbo tembus jadi film terlaris ini masih nda terima sama film yang menempati posisi 1 skr,semoga jumbo tembus film terlaris nda terima film menempati posisi 1 skr,"['semoga', 'jumbo', 'tembus', 'film', 'terlaris', 'nda', 'terima', 'film', 'menempati', 'posisi', '1', 'skr']",0,Positive,Positive
Cuplikan keseruan dari acara Nobar dan Bedah Film JUMBO: Sinergi Pengembangan IP Animasi Lokal bareng Kementerian Perindustrian Republik Indonesia! Karena membesarkan IP lokal membutuhkan dukungan. Terima kasih untuk semua pihak yang jadi bagian dari langkah besar ini! https://t.co/8vzHVNI1Pg,cuplikan keseruan dari acara nobar dan bedah film jumbo sinergi pengembangan ip animasi lokal bareng kementerian perindustrian republik indonesia karena membesarkan ip lokal membutuhkan dukungan terima kasih untuk semua pihak yang jadi bagian dari langkah besar ini ,cuplikan keseruan dari acara nobar dan bedah film jumbo sinergi pengembangan ip animasi lokal bareng kementerian perindustrian republik indonesia karena membesarkan ip lokal membutuhkan dukungan terima kasih untuk semua pihak yang jadi bagian dari langkah besar ini,cuplikan keseruan acara nobar bedah film jumbo sinergi pengembangan ip animasi lokal bareng kementerian perindustrian republik indonesia membesarkan ip lokal membutuhkan dukungan terima kasih langkah,"['cuplikan', 'keseruan', 'acara', 'nobar', 'bedah', 'film', 'jumbo', 'sinergi', 'pengembangan', 'ip', 'animasi', 'lokal', 'bareng', 'kementerian', 'perindustrian', 'republik', 'indonesia', 'membesarkan', 'ip', 'lokal', 'membutuhkan', 'dukungan', 'terima', 'kasih', 'langkah']",0,Positive,Positive
@JTrisha_JKT48 Abis nonton bioskop ya film jumbo atau horor, abis nonton bioskop ya film jumbo atau horor,abis nonton bioskop ya film jumbo atau horor,abis nonton bioskop ya film jumbo horor,"['abis', 'nonton', 'bioskop', 'ya', 'film', 'jumbo', 'horor']",0,Positive,Positive
siap² Jumbo perlahan menggeser AvengersEndgame alias menjadi Film Terlaris Sepjg Masa di Indonesia,siap² jumbo perlahan menggeser avengersendgame alias menjadi film terlaris sepjg masa di indonesia,siap² jumbo perlahan menggeser avengersendgame alias menjadi film terlaris sepjg masa di indonesia,siap² jumbo perlahan menggeser avengersendgame alias film terlaris sepjg indonesia,"['siap²', 'jumbo', 'perlahan', 'menggeser', 'avengersendgame', 'alias', 'film', 'terlaris', 'sepjg', 'indonesia']",0,Positive,Positive
@bicaraboxoffice Waduuuu serunya di mana sekarang nih Bib.. , waduuuu serunya di mana sekarang nih bib ,waduuuu serunya di mana sekarang nih bib,waduuuu serunya nih bib,"['waduuuu', 'serunya', 'nih', 'bib']",0,Positive,Positive
@muhalfisyahrin_ @bicaraboxoffice IMHO keduanya bisa tumbuh beriringan utk sekarang hingga beberapa tahun ke depan. Dgn adanya Jumbo Gen Alpha bisa merasakan nikmatnya menonton film di bioskop meanwhile bbrp bulan ke depan mereka bisa rewatch di OTT (entah dimana karena belum kelihatan hilalnya).,  imho keduanya bisa tumbuh beriringan utk sekarang hingga beberapa tahun ke depan dgn adanya jumbo gen alpha bisa merasakan nikmatnya menonton film di bioskop meanwhile bbrp bulan ke depan mereka bisa rewatch di ott entah dimana karena belum kelihatan hilalnya,imho keduanya bisa tumbuh beriringan untuk sekarang hingga beberapa tahun ke depan dengan adanya jumbo gen alpha bisa merasakan nikmatnya menonton film di bioskop meanwhile bbrp bulan ke depan mereka bisa rewatch di ott entah dimana karena belum kelihatan hilalnya,imho tumbuh beriringan jumbo gen alpha merasakan nikmatnya menonton film bioskop meanwhile bbrp rewatch ott dimana hilalnya,"['imho', 'tumbuh', 'beriringan', 'jumbo', 'gen', 'alpha', 'merasakan', 'nikmatnya', 'menonton', 'film', 'bioskop', 'meanwhile', 'bbrp', 'rewatch', 'ott', 'dimana', 'hilalnya']",0,Positive,Positive
@carsjebgail Pengen nonton ini Tapi semenjak merried susah banget buat biar bisa nonton apalagi skrg udah ada 2 bocil Bisa nonton film Jumbo aja harus yg sampe hari terakhir penutupan siaran film itu baru kesampean bisa nontonnya. Apalagi yg genrenya kek gini . #MissionImpossible, pengen nonton ini tapi semenjak merried susah banget buat biar bisa nonton apalagi skrg udah ada 2 bocil bisa nonton film jumbo aja harus yg sampe hari terakhir penutupan siaran film itu baru kesampean bisa nontonnya apalagi yg genrenya kek gini  ,pengen nonton ini tapi semenjak merried susah sangat buat biar bisa nonton apalagi skrg udah ada 2 bocil bisa nonton film jumbo aja harus yang sampe hari terakhir penutupan siaran film itu baru kesampean bisa nontonnya apalagi yang genrenya kek gini,pengen nonton semenjak merried susah biar nonton skrg udah 2 bocil nonton film jumbo aja sampe penutupan siaran film kesampean nontonnya genrenya kek gini,"['pengen', 'nonton', 'semenjak', 'merried', 'susah', 'biar', 'nonton', 'skrg', 'udah', '2', 'bocil', 'nonton', 'film', 'jumbo', 'aja', 'sampe', 'penutupan', 'siaran', 'film', 'kesampean', 'nontonnya', 'genrenya', 'kek', 'gini']",0,Positive,Positive
Yang udah nonton mari nonton lagi biar Jumbo jadi film terlaris sepanjang masa di Indonesia.,yang udah nonton mari nonton lagi biar jumbo jadi film terlaris sepanjang masa di indonesia,yang udah nonton mari nonton lagi biar jumbo jadi film terlaris sepanjang masa di indonesia,udah nonton mari nonton biar jumbo film terlaris indonesia,"['udah', 'nonton', 'mari', 'nonton', 'biar', 'jumbo', 'film', 'terlaris', 'indonesia']",0,Positive,Positive
@hafilova Dari pertama nonton... saya sudah yakin Jumbo akan mencuri hati anak2. Dan akan melibas 2 film Gaje tertinggi di Indonesia. Yeayyy , dari pertama nonton saya sudah yakin jumbo akan mencuri hati anak2 dan akan melibas 2 film gaje tertinggi di indonesia yeayyy ,dari pertama nonton saya sudah yakin jumbo akan mencuri hati anak2 dan akan melibas 2 film gaje tertinggi di indonesia yeayyy,nonton jumbo mencuri hati anak2 melibas 2 film gaje tertinggi indonesia yeayyy,"['nonton', 'jumbo', 'mencuri', 'hati', 'anak2', 'melibas', '2', 'film', 'gaje', 'tertinggi', 'indonesia', 'yeayyy']",0,Positive,Positive
@Adriandhy Patut ditiru sama pecinta Jumbo yaa.. Mari dukung Jumbo tanpa menjelek-jelekkan film yang lain., patut ditiru sama pecinta jumbo yaa mari dukung jumbo tanpa menjelekjelekkan film yang lain,patut ditiru sama pecinta jumbo yaa mari dukung jumbo tanpa menjelekjelekkan film yang lain,patut ditiru pecinta jumbo yaa mari dukung jumbo menjelekjelekkan film,"['patut', 'ditiru', 'pecinta', 'jumbo', 'yaa', 'mari', 'dukung', 'jumbo', 'menjelekjelekkan', 'film']",0,Positive,Positive
Gua nggak tau kenapa ikut seneng perihal Jumbo bkn cuma merangkak tapi lari ngejar KKN di Desa Penari di puncak klasemen film Indonesia yang paling banyak ditonton. Mungkin karena ikut nonton? Atau karena film pertama yang ditonton bareng Tobio? Atau seneng ya seneng aja?,gua nggak tau kenapa ikut seneng perihal jumbo bkn cuma merangkak tapi lari ngejar kkn di desa penari di puncak klasemen film indonesia yang paling banyak ditonton mungkin karena ikut nonton atau karena film pertama yang ditonton bareng tobio atau seneng ya seneng aja,gua tidak tau kenapa ikut seneng perihal jumbo bukan cuma merangkak tapi lari ngejar kkn di desa penari di puncak klasemen film indonesia yang paling banyak ditonton mungkin karena ikut nonton atau karena film pertama yang ditonton bareng tobio atau seneng ya seneng aja,gua tau seneng perihal jumbo merangkak lari ngejar kkn desa penari puncak klasemen film indonesia ditonton nonton film ditonton bareng tobio seneng ya seneng aja,"['gua', 'tau', 'seneng', 'perihal', 'jumbo', 'merangkak', 'lari', 'ngejar', 'kkn', 'desa', 'penari', 'puncak', 'klasemen', 'film', 'indonesia', 'ditonton', 'nonton', 'film', 'ditonton', 'bareng', 'tobio', 'seneng', 'ya', 'seneng', 'aja']",0,Positive,Positive
@bicaraboxoffice Film domestik terlaris di 5 negara ASEAN (cmiiw): 🇹🇭 Pee Mak (horror) 🇻🇳 Mai (romance) 🇲🇾 Mat Kilau (action) 🇵🇭 Hello Love Again (romance) 🇮🇩 JUMBO (fantasy/adventure)⏳, film domestik terlaris di 5 negara asean cmiiw  pee mak horror  mai romance  mat kilau action  hello love again romance  jumbo fantasyadventure,film domestik terlaris di 5 negara asean cmiiw pee mak horror mai romance mat kilau action hello love again romance jumbo fantasyadventure,film domestik terlaris 5 negara asean cmiiw pee mak horror mai romance mat kilau action hello love again romance jumbo fantasyadventure,"['film', 'domestik', 'terlaris', '5', 'negara', 'asean', 'cmiiw', 'pee', 'mak', 'horror', 'mai', 'romance', 'mat', 'kilau', 'action', 'hello', 'love', 'again', 'romance', 'jumbo', 'fantasyadventure']",0,Positive,Positive
Hai Temankeu Ekonomi global kian bergejolak sejak AS mengumumkan tarif respirokal. Namun seperti pesan yang terkandung dalam lagu dari Film Jumbo di tengah badai itu Indonesia tetap optimis #UangKita selalu hadir di nadi pembangunan negara Indonesia lihat tweet berikut yuk,hai temankeu ekonomi global kian bergejolak sejak as mengumumkan tarif respirokal namun seperti pesan yang terkandung dalam lagu dari film jumbo di tengah badai itu indonesia tetap optimis  selalu hadir di nadi pembangunan negara indonesia lihat tweet berikut yuk,hai temankeu ekonomi global kian bergejolak sejak as mengumumkan tarif respirokal namun seperti pesan yang terkandung dalam lagu dari film jumbo di tengah badai itu indonesia tetap optimis selalu hadir di nadi pembangunan negara indonesia lihat tweet berikut yuk,hai temankeu ekonomi global kian bergejolak as mengumumkan tarif respirokal pesan terkandung lagu film jumbo badai indonesia optimis hadir nadi pembangunan negara indonesia lihat tweet yuk,"['hai', 'temankeu', 'ekonomi', 'global', 'kian', 'bergejolak', 'as', 'mengumumkan', 'tarif', 'respirokal', 'pesan', 'terkandung', 'lagu', 'film', 'jumbo', 'badai', 'indonesia', 'optimis', 'hadir', 'nadi', 'pembangunan', 'negara', 'indonesia', 'lihat', 'tweet', 'yuk']",0,Positive,Positive
@JanganJadiKuman @moviemnfs Bocilnya mungkin engga tapi ortunya kan bisa banyak kasus film 17 atau 21 bawa bocil tapi tweet reply diatas fd jadiin contoh film aja film lain yang nentang hegemoni jumbo banyak,  bocilnya mungkin engga tapi ortunya kan bisa banyak kasus film 17 atau 21 bawa bocil tapi tweet reply diatas fd jadiin contoh film aja film lain yang nentang hegemoni jumbo banyak,bocilnya mungkin engga tapi ortunya kan bisa banyak kasus film 17 atau 21 bawa bocil tapi tweet reply diatas fd jadiin contoh film aja film lain yang nentang hegemoni jumbo banyak,bocilnya engga ortunya film 17 21 bawa bocil tweet reply diatas fd jadiin contoh film aja film nentang hegemoni jumbo,"['bocilnya', 'engga', 'ortunya', 'film', '17', '21', 'bawa', 'bocil', 'tweet', 'reply', 'diatas', 'fd', 'jadiin', 'contoh', 'film', 'aja', 'film', 'nentang', 'hegemoni', 'jumbo']",0,Positive,Positive
pacarku selalu nonton film di bioskop tapi selalu rewatch : jumbo dinonton sampai 4x ini Final Destination mau rewatch lagi sama teman2nya terus katanya beberapa kali disney/marvel di nonton ulang juga di bioskop. aku cant relate ,pacarku selalu nonton film di bioskop tapi selalu rewatch  jumbo dinonton sampai 4x ini final destination mau rewatch lagi sama teman2nya terus katanya beberapa kali disneymarvel di nonton ulang juga di bioskop aku cant relate ,pacarku selalu nonton film di bioskop tapi selalu rewatch jumbo dinonton sampai 4x ini final destination mau rewatch lagi sama teman2nya terus katanya beberapa kali disneymarvel di nonton ulang juga di bioskop aku cant relate,pacarku nonton film bioskop rewatch jumbo dinonton 4x final destination rewatch teman2nya kali disneymarvel nonton ulang bioskop cant relate,"['pacarku', 'nonton', 'film', 'bioskop', 'rewatch', 'jumbo', 'dinonton', '4x', 'final', 'destination', 'rewatch', 'teman2nya', 'kali', 'disneymarvel', 'nonton', 'ulang', 'bioskop', 'cant', 'relate']",0,Positive,Positive
Aman BiBo rezeki sudah tertakar tidak akan tertukar. Jika rezeki mengalir ke film-film baru memang sudah waktunya. Thank you for always keeping us updated well informed and most of all educated. Saya yang awalnya penonton bukan sutradara juga banyak belajar dari BiBo. ,aman bibo rezeki sudah tertakar tidak akan tertukar jika rezeki mengalir ke filmfilm baru memang sudah waktunya thank you for always keeping us updated well informed and most of all educated saya yang awalnya penonton bukan sutradara juga banyak belajar dari bibo ,aman bibo rezeki sudah tertakar tidak akan tertukar jika rezeki mengalir ke filmfilm baru memang sudah waktunya thank you for always keeping us updated well informed and most of all educated saya yang awalnya penonton bukan sutradara juga banyak belajar dari bibo,aman bibo rezeki tertakar tertukar rezeki mengalir filmfilm thank you for always keeping us updated well informed and most of all educated penonton sutradara belajar bibo,"['aman', 'bibo', 'rezeki', 'tertakar', 'tertukar', 'rezeki', 'mengalir', 'filmfilm', 'thank', 'you', 'for', 'always', 'keeping', 'us', 'updated', 'well', 'informed', 'and', 'most', 'of', 'all', 'educated', 'penonton', 'sutradara', 'belajar', 'bibo']",0,Positive,Positive
jujur gw baru nonton film Jumbo terus ekspektasi gw tinggi nih ama ini film animasi... sebagus apa sih yang sering dibilang netijen... ternyata... ya udah gitu aja... ga ngena di gw...,jujur gw baru nonton film jumbo terus ekspektasi gw tinggi nih ama ini film animasi sebagus apa sih yang sering dibilang netijen ternyata ya udah gitu aja ga ngena di gw,jujur gw baru nonton film jumbo terus ekspektasi gw tinggi nih ama ini film animasi sebagus apa sih yang sering dibilang netijen ternyata ya udah gitu aja ga ngena di gw,jujur gw nonton film jumbo ekspektasi gw nih ama film animasi sebagus sih dibilang netijen ya udah gitu aja ga ngena gw,"['jujur', 'gw', 'nonton', 'film', 'jumbo', 'ekspektasi', 'gw', 'nih', 'ama', 'film', 'animasi', 'sebagus', 'sih', 'dibilang', 'netijen', 'ya', 'udah', 'gitu', 'aja', 'ga', 'ngena', 'gw']",0,Positive,Positive
@pemudabatuapung bang serius. kalo mau nonton jumbo lagi kabarin gua ya bang gua beliin+sama adiknya biar dia hapal tiap per scene di film jumbo wkwk, bang serius kalo mau nonton jumbo lagi kabarin gua ya bang gua beliinsama adiknya biar dia hapal tiap per scene di film jumbo wkwk,bang serius kalo mau nonton jumbo lagi kabarin gua ya bang gua beliinsama adiknya biar dia hapal tiap per scene di film jumbo wkwk,bang serius kalo nonton jumbo kabarin gua ya bang gua beliinsama adiknya biar hapal scene film jumbo wkwk,"['bang', 'serius', 'kalo', 'nonton', 'jumbo', 'kabarin', 'gua', 'ya', 'bang', 'gua', 'beliinsama', 'adiknya', 'biar', 'hapal', 'scene', 'film', 'jumbo', 'wkwk']",0,Positive,Positive
Film JUMBO nggak cuma bikin bahagia tapi juga harus siap-siap banjir air mata Semoga film ini bisa jadi teman buat kamu yang lagi butuh hiburan sekaligus pelukan yang hangat Yuk ke bioskop terdekat buat nonton #JUMBO lagi ajak orang tersayang buat nonton bareng https://t.co/uTmkdvJ8kN,film jumbo nggak cuma bikin bahagia tapi juga harus siapsiap banjir air mata semoga film ini bisa jadi teman buat kamu yang lagi butuh hiburan sekaligus pelukan yang hangat yuk ke bioskop terdekat buat nonton  lagi ajak orang tersayang buat nonton bareng ,film jumbo tidak cuma bikin bahagia tapi juga harus siapsiap banjir air mata semoga film ini bisa jadi teman buat kamu yang lagi butuh hiburan sekaligus pelukan yang hangat yuk ke bioskop terdekat buat nonton lagi ajak orang tersayang buat nonton bareng,film jumbo bikin bahagia siapsiap banjir air mata semoga film teman butuh hiburan pelukan hangat yuk bioskop terdekat nonton ajak orang tersayang nonton bareng,"['film', 'jumbo', 'bikin', 'bahagia', 'siapsiap', 'banjir', 'air', 'mata', 'semoga', 'film', 'teman', 'butuh', 'hiburan', 'pelukan', 'hangat', 'yuk', 'bioskop', 'terdekat', 'nonton', 'ajak', 'orang', 'tersayang', 'nonton', 'bareng']",0,Positive,Positive
Hai Temankeu Ekonomi global kian bergejolak sejak AS mengumumkan tarif respirokal. Namun seperti pesan yang terkandung dalam lagu dari Film Jumbo di tengah badai itu Indonesia tetap optimis.. #UangKita selalu hadir di nadi pembangunan negara Indonesia. https://t.co/vViOjG33TQ,hai temankeu ekonomi global kian bergejolak sejak as mengumumkan tarif respirokal namun seperti pesan yang terkandung dalam lagu dari film jumbo di tengah badai itu indonesia tetap optimis  selalu hadir di nadi pembangunan negara indonesia ,hai temankeu ekonomi global kian bergejolak sejak as mengumumkan tarif respirokal namun seperti pesan yang terkandung dalam lagu dari film jumbo di tengah badai itu indonesia tetap optimis selalu hadir di nadi pembangunan negara indonesia,hai temankeu ekonomi global kian bergejolak as mengumumkan tarif respirokal pesan terkandung lagu film jumbo badai indonesia optimis hadir nadi pembangunan negara indonesia,"['hai', 'temankeu', 'ekonomi', 'global', 'kian', 'bergejolak', 'as', 'mengumumkan', 'tarif', 'respirokal', 'pesan', 'terkandung', 'lagu', 'film', 'jumbo', 'badai', 'indonesia', 'optimis', 'hadir', 'nadi', 'pembangunan', 'negara', 'indonesia']",0,Positive,Positive
Film lain pas akhir pekan emang sama2 naik si cuma kalo jumbo sekali naik menukik bgt pas akhir pekan gokss,film lain pas akhir pekan emang sama2 naik si cuma kalo jumbo sekali naik menukik bgt pas akhir pekan gokss,film lain pas akhir pekan emang sama2 naik si cuma kalo jumbo sekali naik menukik sangat pas akhir pekan gokss,film pas pekan emang sama2 si kalo jumbo menukik pas pekan gokss,"['film', 'pas', 'pekan', 'emang', 'sama2', 'si', 'kalo', 'jumbo', 'menukik', 'pas', 'pekan', 'gokss']",0,Positive,Positive
Secara konten betul demikian tapi layar yang diperebutkan kan itu-itu juga. Buat bioskop tinggal lihat OR aja tinggi mana? Misalnya weekend lalu Jumbo max di 31-32%. Bila ada film lain berpotensi lebih tinggi misal 40% ya dikasih ke film tersebut.,secara konten betul demikian tapi layar yang diperebutkan kan ituitu juga buat bioskop tinggal lihat or aja tinggi mana misalnya weekend lalu jumbo max di 3132 bila ada film lain berpotensi lebih tinggi misal 40 ya dikasih ke film tersebut,secara konten betul demikian tapi layar yang diperebutkan kan ituitu juga buat bioskop tinggal lihat or aja tinggi mana misalnya weekend lalu jumbo max di 3132 bila ada film lain berpotensi lebih tinggi misal 40 ya dikasih ke film tersebut,konten layar diperebutkan ituitu bioskop tinggal lihat or aja weekend jumbo max 3132 film berpotensi 40 ya dikasih film,"['konten', 'layar', 'diperebutkan', 'ituitu', 'bioskop', 'tinggal', 'lihat', 'or', 'aja', 'weekend', 'jumbo', 'max', '3132', 'film', 'berpotensi', '40', 'ya', 'dikasih', 'film']",0,Positive,Positive
bang ryan pahala lu beneran banyak bgt ini mah lewat film jumbo ,bang ryan pahala lu beneran banyak bgt ini mah lewat film jumbo ,bang ryan pahala kamu beneran banyak sangat ini mah lewat film jumbo,bang ryan pahala beneran mah film jumbo,"['bang', 'ryan', 'pahala', 'beneran', 'mah', 'film', 'jumbo']",0,Positive,Positive
@suklisius @bicaraboxoffice Jumbo mah dapet momentum bang animasi yang fluid cerita yang cocok semua usia ditambah banyak artis yang ikut turun (dubbing jadi kambing wkwk) Anomali tu kkn mid banget film nya,  jumbo mah dapet momentum bang animasi yang fluid cerita yang cocok semua usia ditambah banyak artis yang ikut turun dubbing jadi kambing wkwk anomali tu kkn mid banget film nya,jumbo mah dapet momentum bang animasi yang fluid cerita yang cocok semua usia ditambah banyak artis yang ikut turun dubbing jadi kambing wkwk anomali tu kkn mid sangat film nya,jumbo mah dapet momentum bang animasi fluid cerita cocok usia ditambah artis turun dubbing kambing wkwk anomali tu kkn mid film nya,"['jumbo', 'mah', 'dapet', 'momentum', 'bang', 'animasi', 'fluid', 'cerita', 'cocok', 'usia', 'ditambah', 'artis', 'turun', 'dubbing', 'kambing', 'wkwk', 'anomali', 'tu', 'kkn', 'mid', 'film', 'nya']",0,Positive,Positive
Jumlah Penonton Film JUMBO Tembus 9 4 Juta: Resmi Lampaui Agak Laen Dekati Rekor KKN di Desa Penari https://t.co/xfglWbAtFz,jumlah penonton film jumbo tembus 9 4 juta resmi lampaui agak laen dekati rekor kkn di desa penari ,jumlah penonton film jumbo tembus 9 4 juta resmi lampaui agak laen dekati rekor kkn di desa penari,penonton film jumbo tembus 9 4 juta resmi lampaui laen dekati rekor kkn desa penari,"['penonton', 'film', 'jumbo', 'tembus', '9', '4', 'juta', 'resmi', 'lampaui', 'laen', 'dekati', 'rekor', 'kkn', 'desa', 'penari']",0,Positive,Positive
@bicaraboxoffice akuratttt , akuratttt ,akuratttt,akuratttt,['akuratttt'],0,Positive,Positive
Amiinn.. aduh gambarnya. ️ . Salam untuk anaknya Mas! ,amiinn aduh gambarnya   salam untuk anaknya mas ,amiinn aduh gambarnya salam untuk anaknya mas,amiinn aduh gambarnya salam anaknya mas,"['amiinn', 'aduh', 'gambarnya', 'salam', 'anaknya', 'mas']",0,Positive,Positive
@KharismaKhakim Yuk ikutan challengenyaa , yuk ikutan challengenyaa ,yuk ikutan challengenyaa,yuk ikutan challengenyaa,"['yuk', 'ikutan', 'challengenyaa']",0,Positive,Positive
Selain aku apakah ada yg nangis nonton film jumbo,selain aku apakah ada yg nangis nonton film jumbo,selain aku apakah ada yang nangis nonton film jumbo,nangis nonton film jumbo,"['nangis', 'nonton', 'film', 'jumbo']",0,Positive,Positive
WTS Promo Tiket B1G1 CINEPOLIS bisa Semua Film incl. Final Destination Jumbo Pengepungan Bukit Duri Thunderbolts* Sayap2 Patah Tabayyun Sinners Harga 1 tiket + 20K = 2 tiket ️ Promo Stok Terbatas ️ #zonauang #promocgv #promocinepolis #zonaba #promobioskop https://t.co/MzVOyCaRRk,wts promo tiket b1g1 cinepolis bisa semua film incl final destination jumbo pengepungan bukit duri thunderbolts sayap2 patah tabayyun sinners harga 1 tiket  20k  2 tiket  promo stok terbatas       ,wts promo tiket b1g1 cinepolis bisa semua film incl final destination jumbo pengepungan bukit duri thunderbolts sayap2 patah tabayyun sinners harga 1 tiket 20k 2 tiket promo stok terbatas,wts promo tiket b1g1 cinepolis film incl final destination jumbo pengepungan bukit duri thunderbolts sayap2 patah tabayyun sinners harga 1 tiket 20k 2 tiket promo stok terbatas,"['wts', 'promo', 'tiket', 'b1g1', 'cinepolis', 'film', 'incl', 'final', 'destination', 'jumbo', 'pengepungan', 'bukit', 'duri', 'thunderbolts', 'sayap2', 'patah', 'tabayyun', 'sinners', 'harga', '1', 'tiket', '20k', '2', 'tiket', 'promo', 'stok', 'terbatas']",0,Positive,Positive
@renjanabertalu Halo! Berdasarkan estimasi pendapatan film Jumbo sebesar $23 857 000 USD jika dikonversi ke Rupiah dengan kurs 1 USD = 16 559.50 IDR jumlahnya sekitar 395 06 miliar IDR. Namun perlu diperhatikan bahwa ada perbedaan laporan pendapatan. Beberapa sumber menyebutkan pendapatan, halo berdasarkan estimasi pendapatan film jumbo sebesar 23 857 000 usd jika dikonversi ke rupiah dengan kurs 1 usd  16 55950 idr jumlahnya sekitar 395 06 miliar idr namun perlu diperhatikan bahwa ada perbedaan laporan pendapatan beberapa sumber menyebutkan pendapatan,halo berdasarkan estimasi pendapatan film jumbo sebesar 23 857 000 usd jika dikonversi ke rupiah dengan kurs 1 usd 16 55950 idr jumlahnya sekitar 395 06 miliar idr namun perlu diperhatikan bahwa ada perbedaan laporan pendapatan beberapa sumber menyebutkan pendapatan,halo berdasarkan estimasi pendapatan film jumbo 23 857 000 usd dikonversi rupiah kurs 1 usd 16 55950 idr 395 06 miliar idr diperhatikan perbedaan laporan pendapatan sumber pendapatan,"['halo', 'berdasarkan', 'estimasi', 'pendapatan', 'film', 'jumbo', '23', '857', '000', 'usd', 'dikonversi', 'rupiah', 'kurs', '1', 'usd', '16', '55950', 'idr', '395', '06', 'miliar', 'idr', 'diperhatikan', 'perbedaan', 'laporan', 'pendapatan', 'sumber', 'pendapatan']",0,Positive,Positive
@Bayuanjasmara16 @jumbofilm_id Total penghasilan film *Jumbo* dengan 9.568.290 penonton per 14 Mei 2025 diperkirakan sekitar $23.857.000. Estimasi ini berdasarkan rata-rata pendapatan per penonton sebesar $2 49 dihitung dari data box office sebelumnya. Harga tiket mungkin bervariasi tetapi angka ini,  total penghasilan film jumbo dengan 9568290 penonton per 14 mei 2025 diperkirakan sekitar 23857000 estimasi ini berdasarkan ratarata pendapatan per penonton sebesar 2 49 dihitung dari data box office sebelumnya harga tiket mungkin bervariasi tetapi angka ini,total penghasilan film jumbo dengan 9568290 penonton per 14 mei 2025 diperkirakan sekitar 23857000 estimasi ini berdasarkan ratarata pendapatan per penonton sebesar 2 49 dihitung dari data box office sebelumnya harga tiket mungkin bervariasi tetapi angka ini,total penghasilan film jumbo 9568290 penonton 14 mei 2025 23857000 estimasi berdasarkan ratarata pendapatan penonton 2 49 dihitung data box office harga tiket bervariasi angka,"['total', 'penghasilan', 'film', 'jumbo', '9568290', 'penonton', '14', 'mei', '2025', '23857000', 'estimasi', 'berdasarkan', 'ratarata', 'pendapatan', 'penonton', '2', '49', 'dihitung', 'data', 'box', 'office', 'harga', 'tiket', 'bervariasi', 'angka']",0,Positive,Positive
